FDR
PLCG2	4.22160328600612e-38
MTRNR2L12	6.09843273069329e-09
SON	6.39842569940271e-08
AFDN	7.95926759385419e-07
SMG1	1.54948794085738e-06
CCNL2	2.18256238804665e-06
FAM179B	7.56131731360148e-06
PRRC2C	1.0139035800102e-05
SPAG9	1.18938011274506e-05
NKTR	1.50722054912638e-05
AKAP9	2.00519859432572e-05
DDX39B	3.84014750651581e-05
OFD1	3.97167443446409e-05
ZFC3H1	4.36597778756363e-05
TSC2	0.000156457280990654
NSUN6	0.000299196577039271
TAF1D	0.000542018867848561
LINC00969	0.000578494296013004
ZZZ3	0.000664706347179826
ANKLE2	0.00127284479394853
MUM1	0.00190691488612016
RRBP1	0.00223776173005744
ZCCHC11	0.00229175380152081
MACF1	0.00262827699817904
CLK1	0.00276027159411968
KDM3A	0.00355176523508695
EP400	0.00362657697875815
PNN	0.00375887419619172
BAZ2B	0.00392533348212287
GON4L	0.00535303102044087
GPATCH2L	0.00549844049720029
MTRNR2L8	0.00635364431794074
KIAA0907	0.00692469115467073
CCNL1	0.00747761701119956
SLC25A37	0.00857241068586407
ZNF292	0.0102078889707389
VEGFA	0.0140866308776425
FUS	0.0145591442682655
IWS1	0.0146928297619693
ZNF532	0.0181289119101629
SEC31A	0.0213910514741255
PTK2	0.0213990142912321
TRIM73	0.0221928729712914
NUFIP2	0.0256482091067925
PKD1	0.0291513257275189
TCF25	0.0366752203765151
