,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,VCAN,7.79369600071517e-185,0.925749543356748,0.983500925683733,0.867998161029763,1.24535468395428e-180
2,VIM,7.58267382212042e-183,1.0016934827431,1.0845930763425,0.918793889143691,6.05817725018311e-179
3,ID3,6.21911414382494e-136,0.74468643112213,0.801091878190642,0.688280984053618,3.31250749680596e-132
4,ATP2B1,2.05279249251131e-134,0.708149262225691,0.761186533287315,0.655111991164067,8.20039280945956e-131
5,SEC11C,1.65411409399775e-132,-0.663161879589674,-0.609714085717977,-0.71660967346137,5.28621782159801e-129
6,TPBG,7.36235853852286e-131,0.5978859668227,0.649516319062991,0.546255614582409,1.96071878478428e-127
7,IGFBP6,3.46296773311075e-130,1.05937898231288,1.14225798051854,0.976499984107216,7.90496591533952e-127
8,EPCAM,1.97202107885043e-124,-0.780001748210717,-0.721070197237348,-0.838933299184086,3.93886560236887e-121
9,SPARC,2.27112883714867e-122,0.632758074593139,0.691314307089545,0.574201842096732,4.03226307653318e-119
10,COL1A2,3.73787934249164e-121,0.552789780253595,0.597505967122049,0.508073593385141,5.97275740136739e-118
11,IGFBP7,3.56941910717284e-117,0.667538880399663,0.731017136272118,0.604060624527208,5.18506799213772e-114
12,CAMK2B,1.91327008077819e-113,-0.835153112768814,-0.778288045307666,-0.892018180229961,2.54767855172956e-110
13,BGN,3.35174170053809e-111,0.497709435274422,0.545678620917319,0.449740249631525,4.11980620253062e-108
14,APOE,7.69891021375949e-109,0.846408622461062,0.92620123888018,0.766616006041944,8.7872061646902e-106
15,HES6,9.43520750726997e-108,-0.57266648303845,-0.521916225948078,-0.623416740128823,1.00510120505778e-104
16,PLXDC1,1.54603286795894e-106,0.538322108577095,0.58590959905758,0.490734618096609,1.54400369981975e-103
17,IFI16,4.72347227065327e-104,0.598807696620423,0.649900914764405,0.547714478476441,4.43978608310403e-101
18,MEF2C,7.29077004497644e-104,0.470364425974968,0.517447196810075,0.423281655139862,6.4721785860377e-101
19,KLK12,8.63634520243117e-104,-0.517175771651359,-0.486568332754316,-0.547783210548402,7.26316631524462e-101
20,WFDC2,3.48851831041164e-102,-0.678281517377263,-0.626755769629657,-0.729807265124868,2.78715170410338e-99
21,EDN3,4.07866272684668e-101,0.524177756385936,0.578015953373823,0.47033955939805,3.1034738910611e-98
22,ASCL1,2.05447059515009e-98,-0.700919069166297,-0.64030661262223,-0.761531525710364,1.49219934726833e-95
23,IER3,3.10352184640778e-95,0.629283173871158,0.691496810284451,0.567069537457865,2.15613806885869e-92
24,PTMA,6.06791017395611e-92,-0.327630813877295,-0.296966012506359,-0.35829561524823,4.03996402790186e-89
25,A2M,9.87392007957741e-92,0.382912158732637,0.437381010513162,0.328443306952112,6.31101475806269e-89
26,ST8SIA4,2.55154190859465e-90,0.365034063366139,0.407728845676043,0.322339281056235,1.56811877528592e-87
27,KLK11,8.41002127667395e-89,-0.393492737502835,-0.365506375958541,-0.421479099047128,4.97717518444345e-86
28,SPINT2,6.76134786994573e-88,-0.6062276216886,-0.546573156408692,-0.665882086968507,3.85855634335225e-85
29,CLMP,3.4189401604585e-86,0.472657263154396,0.520603970950817,0.424710555357975,1.88383602841264e-83
30,PHLDA1,1.56177398365067e-85,0.506500593409924,0.561936818801674,0.451064368018175,8.31852882825133e-83
31,ASS1,5.86185652329425e-84,0.526279695570922,0.584883608985785,0.467675782156058,3.02150339953932e-81
32,CLDN3,2.78475901482238e-82,-0.575481127853867,-0.520894115858602,-0.630068139849133,1.39055200930771e-79
33,CCDC80,1.55510846702528e-78,0.375470780636542,0.422189199034301,0.328752362238783,7.53002369533242e-76
34,IER2,2.20017790485486e-78,0.44629356706985,0.491744343895758,0.400842790243941,1.03401890416694e-75
35,FXYD3,6.0121867853565e-77,-0.450431790590739,-0.416173944495008,-0.484689636686471,2.74482093266319e-74
36,ELF3,2.23430655829385e-76,-0.463071093363482,-0.424074536799406,-0.502067649927558,9.91721791527151e-74
37,IER5L,4.55658006336086e-75,0.471857383360139,0.5232290818298,0.420485684890478,1.96782683330927e-72
38,FRMD4A,3.38636856270999e-72,0.350314098184325,0.394775698977791,0.305852497390859,1.42396798061955e-69
39,TXNIP,1.70896172166684e-71,0.609860214647128,0.672793683111202,0.546926746183055,7.00192291038832e-69
40,TMEM233,3.67079088644048e-71,0.568637719012213,0.629827297743798,0.507448140280627,1.46638918936081e-68
41,MAL2,6.31970707251814e-71,-0.296737325857273,-0.272711518137058,-0.320763133577488,2.46299022711628e-68
42,PCOLCE,9.88377699440852e-71,0.270794684249058,0.309221547300228,0.232367821197888,3.76030649032509e-68
43,SPRY2,1.86788115771615e-69,0.327409384390662,0.368783350516572,0.286035418264752,6.94113326026658e-67
44,TLL2,8.72006497071451e-69,0.165518037945287,0.193209548545466,0.137826527345108,3.16677086743289e-66
45,CD99,1.36884307121464e-68,0.393238206700218,0.435798947334422,0.350677466066014,4.86060965220862e-66
46,SFRP1,1.85964744644784e-67,0.316410865599311,0.362860322402623,0.269961408795998,6.45984924930218e-65
47,TMEM238,4.99300840413638e-67,-0.30664553071161,-0.281444536757933,-0.331846524665286,1.697516623185e-64
48,TMEM61,2.81116057337182e-66,-0.302453923679137,-0.276292004554031,-0.328615842804244,9.35823641706424e-64
49,NES,3.37176913907385e-66,0.237191637626566,0.273481001801578,0.200902273451555,1.09954079741349e-63
50,S100A6,3.46689822313502e-66,0.536587458668121,0.593903404061893,0.479271513274349,1.10795133414949e-63
51,DUSP6,8.71097833525729e-66,0.474348816047839,0.529733783626742,0.418963848468936,2.72926907488385e-63
52,RAB25,1.89922160869755e-65,-0.247145084936575,-0.227116644352627,-0.267173525520523,5.83608886257272e-63
53,LINC01116,1.97373856004651e-64,0.360672480435194,0.404740154528167,0.316604806342221,5.95063555678929e-62
54,CLDN4,2.99482840914236e-64,-0.500779048928257,-0.447827383416332,-0.553730714440182,8.86191910179365e-62
55,SERPINI1,3.09634004843835e-64,0.505359527357222,0.575687105384395,0.435031949330048,8.99571229709024e-62
56,CBLB,1.32239816717397e-63,0.299026706381658,0.338981890398942,0.259071522364374,3.77332148451301e-61
57,EFEMP1,4.26837709625194e-63,0.219849548120887,0.252638885421584,0.18706021082019,1.19656837931596e-60
