logFC	AveExpr	t	P.Value	adj.P.Val
AZU1	0.677642305808667	0.205226546888889	3.44900130725628	0.000912319166201617	0.014879785497534
SYTL2	21.1720300945919	12.0829362325101	3.44622996124255	0.000920461744976407	0.0149990404382211
EHD3	4.8317076279802	2.35452583950617	3.44411854790469	0.000926711371083796	0.0150872622226492
FAM46C	17.0173455252662	6.53942758024691	3.44313164797196	0.000929646244707959	0.0151214080614434
PTPRM	27.7072481814241	16.3204471579915	3.4393705915088	0.000940911653734924	0.0152908730046661
B4GALT6	16.251160735269	9.09959975769917	3.43601532341509	0.0009510702907842	0.0154420630396661
AHNAK	41.6880051239444	17.9468848788272	3.43297768997314	0.000960356466420396	0.0155788283928304
STEAP1	12.0472551589577	4.32857214416296	3.43145764102127	0.000965035390983219	0.0156406768260341
HRH2	2.24878607544249	1.0429148085679	3.42842366208815	0.000974438819573579	0.0157789173878036
GALC	17.9297612809866	14.8285943864198	3.42729055602121	0.000977972866700823	0.015821953502046
FKBP14	8.63678349133303	5.95935677037037	3.42608378168569	0.000981749978831346	0.0158635311012043
GALNT5	3.00159035715734	0.946378883054043	3.42590839499992	0.00098230007040412	0.0158635311012043
SOCS3	74.4015930979157	28.4205434567901	3.42481873399054	0.000985724261173257	0.0159046036956954
ILK	53.8132452740007	67.4359593995858	3.42060373621196	0.00099907597992791	0.0161056400157129
RIN3	8.03773009077659	4.73716325026192	3.42026822272352	0.0010001460762427	0.0161085079451936
GLB1L	8.93798335635078	6.58530256461776	3.41806686216806	0.00100719403099768	0.0162075652670794
ANGPTL5	0.577530039308742	0.0922222154320988	3.41198648576362	0.00102690544481173	0.0165100425699695
KCNE3	11.9405576576898	6.33171404183158	3.41022126019844	0.00103269577706229	0.0165883649954267
WDR82	33.8167071225371	36.6394057444444	3.40979288948515	0.00103410556458956	0.0165962453054796
LIMCH1	43.6981737258003	19.8874135826839	3.40548514655641	0.00104838381658024	0.0168104527605296
AQP3	32.9596418133125	11.5031377360514	3.40368476777943	0.00105440619185226	0.0168920175633474
SUCLG2	18.8034006068091	16.520439427284	3.40205466231903	0.00105988712129164	0.0169647712543621
PLA2G4F	2.9275735153872	0.979706640936817	3.40042324276464	0.00106539935985448	0.0170378967601175
CREBRF	6.15041144503994	5.34070911093023	3.38689778000613	0.00111215149954273	0.0177698188710124
PPP1R9B	23.9841713688259	17.0637173172839	3.38512725819906	0.00111841269824786	0.017854059475566
METAP1D	9.5046319687684	5.67924097452469	3.38449454604515	0.0011206582404701	0.017874102943187
RASA3	13.062536769883	7.01153278148148	3.38310544473864	0.00112560317628569	0.0179371274032111
MON1A	4.19297727102599	4.19406364707429	3.38070038892296	0.00113421336743185	0.0180583971331412
NR3C2	2.29727384207708	0.847923030102554	3.38022339793842	0.00113592837147866	0.0180697680590724
PPM1M	12.9490202517969	10.2591524641868	3.37701066779054	0.00114754343498179	0.0182384654212995
IGFBP7	570.100868432006	262.620793820955	3.37605770122066	0.00115101017849526	0.018277474734153
ABCC3	8.70078639360906	3.91090996986945	3.37476255232006	0.00115573754687052	0.0183364160006566
ALDH3B1	9.96686411172782	4.94586862910617	3.37343760695516	0.0011605925967885	0.0183972777304798
FREM2	8.60576402436647	2.14526192469136	3.37304378890264	0.00116203937977135	0.0184040535103261
CLDN18	51.120868175257	11.1618634569872	3.37251821985336	0.001163972827597	0.0184070416789036
SYNGR1	23.1821374785342	11.1332351411971	3.37243831334629	0.00116426705052938	0.0184070416789036
C4BPB	1.8679642354138	0.941565935541429	3.37151514150257	0.00116767133602308	0.0184447121363926
POTEC	3.23380748368421	0.806615559135803	3.3706905672543	0.0011707199586628	0.0184709673936407
ELN	77.3314449475887	28.2377907461533	3.37051243250267	0.00117137954393346	0.0184709673936407
ANKDD1A	6.20748683468315	4.62934116155947	3.36927871361249	0.0011759572901148	0.0185269710933881
RBM28	27.1976066515992	21.5734940889474	3.36819042357492	0.00118000940097098	0.018574603081544
SLC44A5	28.4867496979007	10.2047876148148	3.36489644843302	0.00119235438629548	0.0187525770423039
PTGER4	12.6053824263991	4.08344192332387	3.36173704108594	0.00120430923085326	0.0189125154229925
PDLIM4	17.0810446265208	8.87337811751592	3.36165561712267	0.00120461881675112	0.0189125154229925
HSPB8	16.2162856245164	6.08767187530864	3.36025217144752	0.001209966714885	0.0189799730992604
PLEKHG2	90.4939478207891	33.7444800254781	3.35849386466082	0.00121669837727563	0.0190690010431523
ABCC9	6.3012082031354	3.75258529345679	3.35781967868579	0.00121928883181938	0.0190930267636591
DSCR4	1.50596357834683	0.238359190061728	3.35598214123734	0.0012263756702027	0.0191873593808577
GJA3	0.562245891842855	0.0496859933333333	3.35489894914622	0.00123057136889993	0.019236334255834
HDAC7	31.364085447141	20.8435532006297	3.35433180287022	0.00123277357199659	0.0192540889640125
LINC00578	2.74601476405288	1.13102950862025	3.34318387860741	0.00127682083543599	0.0199177801798219
COL8A1	35.4267396744422	13.5451481977032	3.34302135813896	0.0012774737994037	0.0199177801798219
FMO1	5.87741216703823	1.57549258965348	3.34088960890887	0.00128606774105838	0.020031840778625
WBP1L	10.924254788574	10.6950952345679	3.34065710901402	0.00128700832474135	0.020031840778625
SORBS3	71.968927513063	44.5891261791513	3.33776121035834	0.00129877811336639	0.0201961846252096
NBEA	22.1689206826898	9.77515557487363	3.33750989496186	0.00129980429435024	0.0201961846252096
ETS1	42.6206329910157	29.7596747096606	3.33386880804543	0.00131475756199864	0.0204109611194201
PLA2R1	2.71288731979607	1.11158705580247	3.33217609790568	0.00132176416911153	0.0205021065921896
SFTPD	158.762606792417	28.3680180114815	3.32988504874811	0.00133130341766354	0.0206164570295242
EGR2	15.7136015317411	6.50583675763987	3.32985713412638	0.00133142004411106	0.0206164570295242
BCL2L12	27.6905766489923	19.5487227152889	3.32618287320919	0.0013468551392114	0.020837591721047
WDR46	31.2978185465335	31.8875299827604	3.32477762781616	0.00135280275264794	0.0209116898108377
PRAM1	2.97484378109912	1.47197769197531	3.32415654345746	0.00135543931514196	0.0209345225277058
RAB3IL1	3.81213555672521	2.29798221864464	3.32270017095777	0.00136164071542097	0.0210123274503637
COL6A3	89.4374343590651	38.8409812062623	3.32227420917477	0.00136345954524879	0.0210140652347487
MYO1C	39.7651538239979	22.9215140815902	3.32212876378897	0.00136408111077959	0.0210140652347487
SLIT3	18.1994381846999	3.63181351772853	3.32017870130267	0.00137244053721884	0.0211248200336625
ZDHHC3	21.5308440396268	22.7805257158369	3.31980677770718	0.00137404033865849	0.0211314295694029
SMYD5	19.512679352782	16.2207013759195	3.31708290338998	0.00138581042511402	0.0212943040216457
CASP4	52.1600779470187	37.2363273739795	3.31509224353454	0.00139447209990586	0.0214091783705785
USP53	8.51771390350061	7.00478963374493	3.31282536927894	0.00140439758458793	0.0215432441713977
SFTA1P	37.6431598584225	6.64986558419753	3.3122863379818	0.00140676747903226	0.0215612791459485
GADD45B	36.162373895603	18.6119686979489	3.31198074685356	0.0014081127038507	0.0215635919152031
DPY19L3	28.4117967560224	16.6391758061832	3.31096632231538	0.00141258691519674	0.0216137769100654
RAB11FIP3	95.3310466602939	36.7353230209877	3.30940074700421	0.00141951825527891	0.0217014412354452
SHISA9	12.9800759491303	4.52631891975309	3.29773051532114	0.00147220241572913	0.0224878296243566
FAM107A	8.34510723682505	2.56287187803536	3.29619762323657	0.0014792574245222	0.0225764943362201
AGAP2	4.58088043330189	2.10882054550564	3.29585180771798	0.00148085339561869	0.0225817635624117
CD33	5.88167681802065	2.63840707624889	3.29548327644943	0.00148255598199971	0.0225843995975419
OPN1SW	3.97416581166592	2.73451720987654	3.29514682380427	0.00148411197283176	0.0225843995975419
RNF170	8.89704427552577	10.1192153777837	3.29500272382449	0.00148477886027595	0.0225843995975419
SIRPB1	6.84490637741728	2.10432450622314	3.29247708620427	0.00149651317541455	0.0227437250691158
ARRB1	31.0904159827851	11.2465345436942	3.28948112819793	0.00151054555387818	0.0229221533352129
ZNF234	7.88314975261658	5.19520707654321	3.28942859307755	0.00151079271497664	0.0229221533352129
IRAK3	7.71567239335613	4.21448813545679	3.28160906194329	0.00154800755980333	0.0234670667441219
STPG2	0.837294915480582	0.192681650864198	3.28112311689651	0.00155034844755612	0.0234828365944847
LINC01412	1.21658118376068	0.246311604938272	3.28030646783108	0.00155428988368425	0.0235228028918014
ENTPD1	20.960761984052	11.6811623587191	3.27924021128443	0.00155945017112226	0.0235811330315011
SKIL	31.7715454687791	23.1871734069175	3.2788992383972	0.00156110374422185	0.0235863833488917
LRRC17	5.69020737396466	3.49105481887613	3.2761309120897	0.00157458999413627	0.0237702527960955
TMEM55A	9.11771568079068	7.42560148609907	3.27580761548469	0.00157617208492715	0.0237742581398159
PDE8B	7.30846932133586	3.25221086039038	3.27235684776197	0.0015931520264165	0.0240103170592237
RNF130	63.5772687895576	51.8689496162963	3.27173166694267	0.00159624661485498	0.0240368912687296
RGS19	11.4861037172078	10.0102177237548	3.26913982808643	0.001609136241891	0.0242107957061184
GPIHBP1	6.00659867747788	1.19841091728395	3.26669204258575	0.00162139907379942	0.0243655842364707
JAZF1	10.964776804112	7.39980838562103	3.26654806668597	0.00162212308237263	0.0243655842364707
CHST3	5.02775085372619	2.48843426790123	3.26450312303579	0.00163243924770676	0.0245001584516588
PDCD6IP	58.7628534166133	49.2819901336519	3.26287990207847	0.00164067172014197	0.0246032623813649
CCND1	192.363451983656	24.1129509283951	3.26074811289563	0.00165154265485789	0.0247370390651538
NOS3	6.765191361929	3.03004565999889	3.26059367459199	0.00165233282262949	0.0247370390651538
MALL	26.278463056395	9.00281345017753	3.25945227649053	0.00165818367226482	0.0247919056191637
ATXN1L	9.29182758358074	7.89916390864198	3.2593431746979	0.00165874394837717	0.0247919056191637
RILP	5.77168347940728	3.19719097420476	3.25834493651733	0.00166387850286989	0.024848078055679
ZFP36L1	105.688047008967	59.5202940358025	3.25677849322505	0.00167196574199133	0.0249482160922756
CLIC3	11.3574368821798	3.78829724490123	3.25540335942262	0.00167909565618256	0.0250339158318547
DGKA	25.1256180711812	17.1425849440127	3.25364747201866	0.00168824118208753	0.0251495004476818
SCN2B	0.528176497860249	0.107122708518519	3.25332533567518	0.00168992408887678	0.0251538165083843
PAMR1	8.46180748054371	3.17499009712092	3.24991168923735	0.00170785459206847	0.0253997649586459
PDE4B	25.3005420455493	7.1369603486826	3.2471553985825	0.00172246225119558	0.0255624051344985
NPR3	6.03619525842615	1.76368768733333	3.24691758502748	0.00172372807746295	0.0255624051344985
MS4A14	1.57149715257422	0.705991406544588	3.24687027930761	0.00172397997876851	0.0255624051344985
METTL24	1.8263163974209	1.04449759382716	3.24678135636924	0.00172445358370641	0.0255624051344985
GPR137B	15.205662330511	13.3251069853398	3.24087984058611	0.00175615918146551	0.0260110369330268
TRIP6	29.8212997421223	17.3350045211101	3.23807749196181	0.00177140520593875	0.0262153450764133
PTTG1IP	93.1423713536858	122.043801454659	3.23769298472645	0.00177350674648574	0.0262249502930385
PPT2	25.0509153534411	16.4231458559076	3.23615701670807	0.001781924971859	0.0262969350641479
FOXD4L5	1.42543555825161	0.397842042469136	3.23609728805541	0.00178225308348672	0.0262969350641479
SCUBE3	7.46527890803719	2.0615141691358	3.23600788560164	0.00178274431008126	0.0262969350641479
HLF	4.52978141977345	1.93951505933059	3.23395640356976	0.00179405120146634	0.0264421179122243
PXN	35.6031149292378	27.0141145206285	3.23184645859117	0.00180575037576014	0.0265928409741838
FLRT1	7.82157956646424	2.32438489074074	3.23121832680995	0.00180924700771588	0.0266226199872128
FAM160B2	52.2805165199394	26.8565547802647	3.23042977658649	0.00181364562319158	0.0266656121553127
PCMTD1	32.3071107770835	34.7735872375984	3.22787038184488	0.00182799131166633	0.0268546648756189
POLR3G	15.0765324556917	8.15077646473917	3.22545364509141	0.00184163488599012	0.027033103956546
NIPAL2	11.6444149069801	6.84259235740741	3.22440860693568	0.00184756408613401	0.0270846267559723
KIFC3	48.2280603126678	22.8346991990446	3.22430636690936	0.00184814512120509	0.0270846267559723
PPT2-EGFL8	7.85994112695566	4.23579859966859	3.22348784449631	0.00185280299689395	0.0271308662683863
SMTN	25.8701181182766	19.5936050632382	3.22249767124405	0.00185845236016856	0.0271915375711858
TNKS1BP1	35.370723668466	25.6878224691358	3.22077102217111	0.0018683422396921	0.0273141045648914
TBC1D2	6.8626520355514	4.55811285836283	3.22050369509532	0.00186987783080838	0.0273144370835317
CASKIN1	7.70115883633978	2.12676862962963	3.21649317568967	0.00189305753456372	0.0276306821233209
FMOD	26.718186221073	12.9599792293333	3.21611484051477	0.00189525803847481	0.0276404554803414
EML3	36.6086389650955	25.0176494116342	3.21436515895798	0.00190546585920806	0.0277668975690085
SFTPB	1175.70506340771	322.081117283181	3.21390229718746	0.00190817483759077	0.0277839489457269
ENAM	2.25880625726496	1.22714201209877	3.21228859826664	0.00191764750911568	0.0278993761298014
SLC9A3R2	62.0251796614646	38.7915792050977	3.21128034908463	0.00192358841695405	0.0279632760612765
GABBR1	51.3690453377781	22.38299823354	3.2102613973026	0.00192960988647075	0.0280282433630164
BCL9L	11.2578421439566	6.91802014199227	3.20823006542973	0.00194166666765006	0.0281807007109501
SLC46A2	1.41891850437545	0.323370839639162	3.20681926631004	0.00195008178164178	0.0282801016606765
GUCY1A2	2.57435736175394	1.32056825453086	3.20652275910047	0.00195185471834756	0.0282830665836799
UBXN2A	11.3227899445794	12.6515569740741	3.20626131985801	0.00195341922070611	0.0282830665836799
MDFIC	12.7841942226253	7.91737314990708	3.20568512288246	0.00195687143757845	0.028310347600544
CD22	11.4753693641355	2.47618373058915	3.20356122249567	0.00196964590683307	0.0284723433529792
SLC19A3	1.25698175570079	0.631396116846914	3.2025176787454	0.00197595098167059	0.02854063597925
MCM3AP	50.4305288203996	36.8891168394771	3.20111066241191	0.00198448205141759	0.0286409459938806
POTEE	1.1413597910751	0.148694810767328	3.19264931181226	0.00203651622935627	0.0293508611156496
LTBP3	107.254445390148	53.7688822396429	3.19258410685639	0.00203692212561113	0.0293508611156496
HSPA1L	1.71764367881241	1.32620656790123	3.1908203874933	0.00204792989775331	0.0294764086436198
MXRA7	64.3525616262438	58.7261791281514	3.19066534869064	0.00204890018541916	0.0294764086436198
OLR1	23.3020434714053	5.55499721128467	3.18913083255729	0.00205852694236329	0.0295782784676017
PLA1A	6.47858621422217	2.65306423485191	3.18901463846777	0.00205925760364305	0.0295782784676017
SERPINF1	108.42725466826	57.4505752296568	3.18468628505041	0.00208664892222154	0.0299478905331557
TNFRSF13B	3.86870676649806	0.903083799390453	3.18087156738938	0.00211107180746722	0.030274345896601
SDC3	46.4078773430949	23.103271362963	3.18057200519561	0.00211300096047885	0.0302779621757505
LUZP1	7.0046091817139	4.85239021358025	3.17583944388532	0.00214369771510982	0.0306934672849387
ARID5B	7.25448319613135	3.95102381111111	3.17397913296581	0.00215587794725141	0.0308434043879748
FAM118A	64.4795795953914	29.3595393970988	3.17322960069902	0.00216080370145336	0.0308893989150756
BEAN1	4.27341024162355	1.59130958758844	3.16989302258391	0.00218285880567691	0.0311799966269752
SLMAP	13.557040332199	14.4174911551622	3.16754414728302	0.00219851105869094	0.0313787487467707
CLEC10A	7.68956199657697	2.45423666494118	3.16489194970042	0.00221631057946199	0.0315840515588041
ZNF536	14.0467621528595	3.15255254876543	3.16487956946516	0.00221639398089198	0.0315840515588041
OSTM1	15.3587787896648	17.4419057772737	3.16354398975386	0.00222540856431308	0.0316875012844421
PTPN14	3.7515861602849	1.97232970271605	3.16272056782229	0.00223098335881371	0.0317418475519161
AFAP1L1	13.1528972866247	5.68144433624832	3.15952292465118	0.00225275620519498	0.0320263884132248
NR4A2	21.4998128700877	9.08576676673496	3.15850367741586	0.00225973789233723	0.0321003679356009
PAQR6	8.62344857148816	3.95605683417481	3.14834362456773	0.00233044585623901	0.0330787735333297
CCDC71	6.23014163892638	8.79686592592593	3.14709763696139	0.00233925797603017	0.0331777712154161
SLC5A6	31.6303614339611	20.6385041741358	3.14674353970755	0.00234176796223339	0.033187300281102
MCFD2	29.2956557663327	35.7905033259105	3.14565144003042	0.00234952505260858	0.0332711175096846
PCMTD2	112.827317054311	82.8818427567901	3.14336457011687	0.00236584624619693	0.0334759827390952
ABCA9	3.80421117693024	1.85932450049532	3.14030228853881	0.00238786722515291	0.033761114134797
FNDC3A	19.9520825401133	19.0925039556018	3.13454714396573	0.00242977104742792	0.0343266950401495
SLC11A1	11.9003898070246	4.85505333518022	3.1311512822814	0.00245481745945445	0.0346534239487491
TTC23	7.11418770772357	5.01590949894301	3.12728180212001	0.00248365053101556	0.0350330549511609
TTYH3	66.7403878652749	41.2465954696049	3.12665123515424	0.0024883789624117	0.0350723514179104
CD37	41.4899478808244	16.2865641664808	3.12467659173394	0.00250324057992504	0.0352542969349037
SPATA9	0.913760731309223	0.568734133366302	3.12256174207829	0.00251924918467551	0.0354520997890229
RILPL2	2.90680887659319	2.62005981481481	3.11824316275435	0.00255223608986247	0.0358883353601768
TPM4	245.866143159837	240.559648916864	3.11711488261983	0.00256092041077388	0.0359824264720018
MAP1LC3C	2.37572422363173	0.655989618518519	3.1155448824591	0.00257305046835443	0.0361247482162824
LRP6	14.6262108272289	10.5005765012634	3.11515552153977	0.00257606700590234	0.0361389975070448
WDR91	15.7955172505088	10.3920091864938	3.11046972397274	0.00261262924734693	0.0366234635565597
ITPRIPL2	9.72698568397061	5.65003085925926	3.11001907881373	0.00261617090509784	0.0366446591866109
TTC31	18.8581616684683	16.6028841674543	3.10601355828052	0.00264784780971824	0.0370596063600487
CCDC50	37.6249420613286	33.6746347777778	3.10386320934391	0.00266500049850911	0.0372550443851057
PPARG	8.08280281618216	2.85418626206698	3.10374600456894	0.00266593837416542	0.0372550443851057
DEFB124	1.18066256177088	0.229387334567901	3.10010301111974	0.00269524346596384	0.0376354375699746
UBL3	16.6060700479832	14.0041844444444	3.09595955073343	0.00272893901651449	0.0380588363130623
RNF44	50.3932937536662	26.9512162061728	3.09585664529724	0.00272978083774111	0.0380588363130623
ABCG2	4.57637211732269	1.50305284085185	3.09283799441029	0.00275458286605654	0.0383566483949877
FERMT2	32.9515078110789	26.2835880195221	3.0925126703358	0.00275726830265199	0.0383566483949877
ITGB6	21.8197940018722	8.03651588639024	3.0922319854457	0.00275958721704792	0.0383566483949877
SLIT2	14.2762449348854	6.18455164880028	3.09222569245638	0.00275963922819657	0.0383566483949877
PCDHAC2	1.84914247586377	0.854295565452525	3.09037586970846	0.00277496752185712	0.0385400296977926
RASSF8	8.67759711021044	4.76772273719704	3.0873228891712	0.00280043908988933	0.0388638952866655
BRSK1	63.6219690508714	31.0721159548081	3.08497403762115	0.00282018393856057	0.0391078502386413
ARHGAP5	36.0032176560761	28.1867265391628	3.07806053212933	0.0028790545698773	0.0398935765611164
THY1	115.132024363534	50.8478962890123	3.07741057002884	0.00288464760733681	0.03994042373502
HCG9	6.2057068788424	2.15612598641975	3.06833316969759	0.00296382415857861	0.0410052453510627
NBPF19	19.110787206138	7.59210441161249	3.06728001328109	0.00297313991417084	0.0411026348777599
OVOL2	-20.8112370783101	22.4800250753086	-3.06545270715796	0.00298936809770249	0.0412953641958825
NAPEPLD	8.550239006667	8.19363866256395	3.06273755825697	0.00301363333602228	0.041598738441806
RGS5	75.0437765425916	42.9818178234185	3.06122523681816	0.00302722821428521	0.0417544731924519
RCBTB2	16.0849319352264	11.0769569857904	3.06066935397404	0.00303223958858314	0.0417916685281439
CHRDL2	5.26886373761889	1.09639789018629	3.05970006543943	0.00304099633670157	0.0418803881458023
NEK2	-41.0956062047833	48.5629380530864	-3.0594168188837	0.00304355967864833	0.041883742376521
IL1RL1	2.97045202161832	0.574455003822591	3.05530169956476	0.00308102823961978	0.0423670714899735
ZNF618	15.5580915243733	6.33086409367504	3.05486125201169	0.00308506385761005	0.0423902800221837
ZBTB34	5.16419658238087	4.36618995738654	3.05353060300026	0.00309728584402538	0.042525852405991
VEGFC	5.27253623643725	2.5076380308642	3.05266478567536	0.00310526251071761	0.0426029746436219
TRAM2	14.4135224312491	8.25183083950617	3.05109172496475	0.00311980379649663	0.0427699753574386
TMEM121	7.03151049101521	3.72435665348711	3.04899467541789	0.00313928722427834	0.0430044240017795
PRAME	172.36929724533	45.2425266297171	3.04559574341741	0.00317110657092376	0.0434073761471028
FAM46B	5.93671398665467	2.90518975308642	3.04414398653884	0.00318478840588535	0.0435616323244394
NRIP1	12.8359945860757	8.30159228972117	3.03731086352649	0.00324992559826496	0.0444172732993586
DNAH1	4.95652960351272	2.21027740030192	3.03706787900686	0.00325226448638893	0.0444172732993586
SEPT7	186.099438216557	261.091524747529	3.03669172060726	0.00325588834521884	0.0444331550059911
MAGEA11	9.90593807305779	1.75407184553691	3.03472739635772	0.00327487337323234	0.0446584884846752
PRRG1	2.92537701696327	1.46805221666693	3.03102810562245	0.00331090606871176	0.0451157804306346
CDC14B	7.58206200417551	5.84235160391691	3.02870567102729	0.00333371530214992	0.0453923301510685
FRMD4B	9.12690323553556	7.45216978990167	3.02562159588728	0.00336423030582092	0.0457733068361693
GYG2	6.77226209364148	1.82696979107026	3.02479785302277	0.0033724244879244	0.0458502440733999
IDUA	16.4144088291517	8.34150257275309	3.02418124864632	0.00337857027822447	0.0458992373012361
WDR81	8.0910807434673	5.88668820054699	3.0224824885696	0.00339555588811009	0.0460953094434795
CALCOCO1	54.1768603087961	49.4304298561983	3.02113594695401	0.00340907599383131	0.0462440774369829
SLC9C1	0.735442152657156	0.253985622722673	3.0206494718648	0.00341397277445737	0.0462757345666875
SOS1	24.3815489806418	18.8066290827161	3.0189652492286	0.003430976349364	0.0464713263224058
TMEM168	9.55807226135248	10.996041305964	3.01792993660056	0.00344146762152345	0.0465571721389862
ZNF211	14.1490621654343	11.7681215805359	3.0178310139728	0.00344247160374116	0.0465571721389862
RHOC	126.133791361789	110.6665278309	3.01703008739039	0.00345061035364104	0.0466323128255906
SFRP4	52.5407265862024	14.8276590468469	3.0166674470671	0.00345430125238696	0.0466472768226227
ART4	1.57004445045134	0.420351032469136	3.01526136267502	0.00346864682839287	0.0468059928898604
PJA2	32.7494230952316	35.571363037037	3.01447651859779	0.0034766782152519	0.0468112416511416
CNRIP1	26.8246355691708	12.0486320962963	3.01438805330314	0.00347758457034998	0.0468112416511416
CD81	213.961371831429	219.350570368814	3.01424875865406	0.00347901213264753	0.0468112416511416
ISLR	33.2564647098665	15.5285101419753	3.01421027706304	0.00347940660735708	0.0468112416511416
CSMD1	4.22147282450889	1.18364583681637	3.01349749867107	0.00348672080319918	0.0468747163825475
NOTCH4	14.2916841575903	9.76706838975309	3.0129277112901	0.00349257794757003	0.0469185229489411
MAP3K11	21.6266034078646	22.0981570571048	3.0101526881055	0.00352123455686577	0.0472683196462539
CPOX	14.7891374526166	15.3550482679012	3.00961089731115	0.00352685480669149	0.0473085910362666
TNFRSF10C	4.21914400010751	1.64350175465432	3.00809684624963	0.00354260490805334	0.0474744787256968
CLU	502.264046267128	150.347058792788	3.0079169524173	0.00354448060494264	0.0474744787256968
SERPINA1	179.143535731973	64.0440693647417	3.00719224946191	0.00355204618876795	0.0475156473179274
ACAT2	-35.1051751805368	41.957493654321	-3.00697553601609	0.00355431148985359	0.0475156473179274
COL6A5	1.80125031373215	0.450840367776127	3.00686672122114	0.00355544943375906	0.0475156473179274
ICAM1	40.0540501445241	18.1566544766487	3.00447963138689	0.00358049786890291	0.0478150066738477
RFC2	-36.365474976767	60.8164762901172	-3.00415546216717	0.0035839120626825	0.0478252271187971
SNRPD1	-150.453770749288	197.563138382716	-3.00367752205201	0.00358895129846277	0.0478571016940512
GAS1	8.58106237071525	2.81770099135802	3.00273256517488	0.0035989339380464	0.0479547987095408
PLCB2	23.3087435484094	9.36999793602721	3.00210960376732	0.00360552905125873	0.048007247065248
NDST1	26.9300560264507	16.101995508642	3.00136036760487	0.00361347583997031	0.0480776022775711
CSF1	10.846703831333	6.03403957049383	3.00058525165805	0.00362171420930411	0.0481517305220808
ARHGEF11	30.7055156458786	18.8741520567224	2.99988780019803	0.00362914199564769	0.0482149806706542
RGS20	20.9535144181704	5.83641238895096	2.99906211701172	0.00363795369050175	0.0482829524603768
P3H1	26.5178402231093	28.6181342911314	2.9989074348915	0.0036396066628952	0.0482829524603768
LINC01597	1.89999582396161	0.820065448148148	2.99784693844352	0.00365095815887723	0.048397980586291
ITGB4	11.9861176557979	4.51845539492677	2.99578682738443	0.00367310332197931	0.0486558183993665
CSRP1	129.738523272717	126.970871702491	2.99125627579372	0.00372224310867053	0.0492706006796528
COMT	50.673067869735	58.5490141183086	2.98608378300991	0.00377908997951789	0.0499864246008759
