,primerid,Pr(>Chisq),coef,ci.hi,ci.lo,fdr
1,HES6,1.92020624502044e-24,1.56950140405989,1.83401981373262,1.30498299438716,2.36012549575462e-20
2,SSTR2,7.44212387866627e-09,0.999143715739474,1.30223043298489,0.696056998494054,4.57355722963436e-05
3,PLPPR3,4.39811459464695e-06,0.617203754519136,0.885017097772657,0.349390411265614,0.0180190754942686
4,C6ORF1,8.39302154950739e-05,0.354470817224512,0.614332350507808,0.0946092839412161,0.0937700694963029
5,CDK6,7.03560585317498e-05,-0.000143586952705922,0.0853986810997089,-0.0856858550051207,0.0937700694963029
6,CFL1,7.37639413140303e-05,0.425010238777928,0.624846498661543,0.225173978894313,0.0937700694963029
7,CHMP5,9.15499824225559e-05,0.455943743174174,0.64850997876292,0.263377507585427,0.0937700694963029
8,CRIP2,3.60954952309457e-05,0.591256149608092,0.932342729968856,0.250169569247327,0.0937700694963029
9,DESI2,7.34714440200568e-05,0.570692045676477,0.816079403796561,0.325304687556393,0.0937700694963029
10,MTHFSD,8.68436685211523e-05,0.0462645160630183,0.220912968507476,-0.128383936381439,0.0937700694963029
11,NR2F6,5.68573865604718e-05,0.736761660570895,1.03849582383478,0.435027497307011,0.0937700694963029
12,OAZ1,5.02528220433901e-05,0.513218530913647,0.734612701775972,0.291824360051323,0.0937700694963029
13,CHMP6,0.000145976463385115,0.161358545176911,0.301353830773996,0.0213632595798265,0.118532756176019
14,IMP4,0.000144692644803391,0.568040962132798,0.837647724728395,0.2984341995372,0.118532756176019
15,ODC1,0.000154301854919559,0.418810649887478,0.65213466498618,0.185486634788775,0.118532756176019
16,ZDHHC7,0.000138905354167423,0.278621838258769,0.45126166832835,0.105982008189189,0.118532756176019
17,ABHD14B,0.000213850931949632,NA,NA,NA,0.139673905826278
18,DOHH,0.00021591442605966,-0.0406590595453484,0.169817518341619,-0.251135637432316,0.139673905826278
19,PPP1R14B,0.000212979219754323,0.503737904784539,0.732465444363125,0.275010365205952,0.139673905826278
20,ARRDC3,0.000272621404095547,-0.371606973856707,-0.230491897750171,-0.512722049963243,0.140591518193084
21,CLIC1,0.000239814832138143,0.471128760837799,0.714858593865487,0.22739892781011,0.140591518193084
22,FBRSL1,0.00026045640850265,0.537986703519159,0.784423172646241,0.291550234392076,0.140591518193084
23,SPINT2,0.000274525786073877,0.433016901689666,0.66075262492338,0.205281178455952,0.140591518193084
24,ZFPM2,0.000261673643915723,-0.392233727933397,-0.247607007779682,-0.536860448087112,0.140591518193084
25,AMOTL2,0.000398718428185879,0.281700678766439,0.533621914002325,0.0297794435305528,0.189300313542705
